loss,mae,val_loss,val_mae,lr
0.016754377633333206,0.07036937773227692,0.006674240343272686,0.042423758655786514,0.001
0.0033294386230409145,0.030631765723228455,0.0010407811496406794,0.017955748364329338,0.001
0.0007734016398899257,0.014866005629301071,0.0008852332248352468,0.01695275492966175,0.001
0.0004748494829982519,0.01093700248748064,0.0005557755939662457,0.012300167232751846,0.001
0.0003306246071588248,0.008790760301053524,0.00024960501468740404,0.007237731013447046,0.001
0.00021862774156033993,0.006942255888134241,0.00017813470913097262,0.005978339351713657,0.001
0.00022451713448390365,0.0069426316767930984,0.0006331480108201504,0.01294709462672472,0.001
0.00021405152801889926,0.006684968713670969,0.000254456652328372,0.007108157500624657,0.001
0.00011840200022561476,0.004120818804949522,0.0001244320737896487,0.003707860130816698,0.0005
0.0001026850295602344,0.003576193004846573,0.00011186028132215142,0.003562096506357193,0.0005
0.00010706025204854086,0.003754385281354189,0.00010779106378322467,0.003226045984774828,0.0005
9.952297841664404e-05,0.003504678839817643,0.00011417455971240997,0.0034369465429335833,0.0005
0.00011553167860256508,0.004023758694529533,0.00012123338819947094,0.004535331856459379,0.0005
8.131397044053301e-05,0.002880191197618842,8.96942729013972e-05,0.002579180523753166,0.00025
7.650443149032071e-05,0.0027166977524757385,8.484551653964445e-05,0.0026031890884041786,0.00025
7.615629874635488e-05,0.002749750157818198,9.646102989790961e-05,0.0030822583939880133,0.00025
6.815709639340639e-05,0.0024413939099758863,7.777123391861096e-05,0.0024167506489902735,0.000125
6.609319825656712e-05,0.0023707598447799683,7.514606841141358e-05,0.002333530690521002,0.000125
6.703271355945617e-05,0.0024223788641393185,7.283946615643799e-05,0.0022795030381530523,0.000125
6.505604687845334e-05,0.002387465676292777,7.075945904944092e-05,0.002204727381467819,0.000125
6.463292083935812e-05,0.0024114742409437895,7.277377881109715e-05,0.002382755745202303,0.000125
5.995184983476065e-05,0.0021565635688602924,6.71806265017949e-05,0.0020110595505684614,6.25e-05
5.812293238705024e-05,0.0021020001731812954,6.629026029258966e-05,0.0019669532775878906,6.25e-05
5.7954581279773265e-05,0.0020980609115213156,6.634052260778844e-05,0.0020222568418830633,6.25e-05
5.513439464266412e-05,0.001962086884304881,6.378513353411108e-05,0.0018978482112288475,3.125e-05
5.547371620195918e-05,0.001970701850950718,6.442628364311531e-05,0.0018658316694200039,3.125e-05
5.488970418809913e-05,0.001965054078027606,6.324728747131303e-05,0.001908143050968647,3.125e-05
5.366365076042712e-05,0.0018979387823492289,6.191808643052354e-05,0.0017680670134723186,1.5625e-05
5.300134216668084e-05,0.0018783890409395099,6.142845813883469e-05,0.0017677356954663992,1.5625e-05
5.307704850565642e-05,0.001880438532680273,6.209467392181978e-05,0.0018525754567235708,1.5625e-05
5.1917944801971316e-05,0.0018376862863078713,6.0729078541044146e-05,0.0017226620111614466,7.8125e-06
5.22385053045582e-05,0.0018257750198245049,6.077752914279699e-05,0.0017351142596453428,7.8125e-06
5.1500432164175436e-05,0.0018131810938939452,6.061164094717242e-05,0.0017176123801618814,3.90625e-06
5.167688868823461e-05,0.001810770365409553,6.046843554941006e-05,0.0016901924973353744,3.90625e-06
5.158088606549427e-05,0.001799029647372663,6.0398040659492835e-05,0.0016939225606620312,1.953125e-06
5.158271960681304e-05,0.001795410644263029,6.0327129176585004e-05,0.001688301214016974,1.953125e-06
5.126250835019164e-05,0.001787777990102768,6.0287013184279203e-05,0.0016958946362137794,1e-06
5.0801943871192634e-05,0.0017886835848912597,6.0250258684391156e-05,0.001686931704171002,1e-06
5.11368562001735e-05,0.0017920301761478186,6.020814907969907e-05,0.001679972279816866,1e-06
5.113421138958074e-05,0.0017871998716145754,6.017550913384184e-05,0.0016783052124083042,1e-06
5.1388964493526146e-05,0.0017858714563772082,6.0198199207661673e-05,0.001703094458207488,1e-06
5.1112267101416364e-05,0.0017828476848080754,6.0105630836915225e-05,0.0016963380621746182,1e-06
5.109140329295769e-05,0.0017865784466266632,6.010142533341423e-05,0.001689875964075327,1e-06
5.092120773042552e-05,0.0017829027492552996,6.012340236338787e-05,0.0016898807371035218,1e-06
5.1036462537012994e-05,0.0017776773311197758,6.015636245138012e-05,0.0017056193901225924,1e-06
5.123836672282778e-05,0.001782480627298355,5.994394814479165e-05,0.001680757966823876,1e-06
