t_unix,t_ros_ns,run_folder,run_id,goal_id,v_pred_lin,w_pred_ang,v_cmd_lin,w_cmd_ang,x,y,yaw,dist_to_goal
1769282906.1653287,1769282906165336763,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.1603640615940094,-0.02824561297893524,-0.5,0.0,-2.26789989588495e-15,-2.5208506887701863e-24,-7.060446821659426e-12,39.2866517611262
1769282906.2916377,1769282906291647393,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.1603640615940094,-0.02824561297893524,-0.5,0.0,-2.26789989588495e-15,-2.5208506887701863e-24,-7.060446821659426e-12,39.2866517611262
1769282906.4215388,1769282906421546312,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.16904623806476593,-0.021486371755599976,-0.5,0.0,-2.382027730537029e-15,-2.52004489523966e-24,-7.060447206312833e-12,39.2866517611262
1769282906.5442748,1769282906544281878,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.16691111028194427,-0.03264154493808746,-0.5,0.0,-2.4961831247965343e-15,-2.519238907104115e-24,-7.060447194419495e-12,39.2866517611262
1769282906.666715,1769282906666722740,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.16651782393455505,-0.02787533402442932,-0.5,0.0,-2.610294863961257e-15,-2.5184332271868794e-24,-7.060447367626485e-12,39.2866517611262
1769282906.7886457,1769282906788654048,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.4940391182899475,0.026456480845808983,-0.5,0.0,-0.0005761035523892178,3.112750648865304e-10,-1.0956759260684433e-06,39.28646131307602
1769282906.9093108,1769282906909319140,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.49763619899749756,0.04633686691522598,-0.5,0.0,-0.013841589895059632,1.8421865748871778e-07,-2.628760914082618e-05,39.282077929545984
1769282907.0319574,1769282907031966360,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.45730113983154297,-0.011201960034668446,-0.5,0.0,-0.06618394802798816,3.893615902244762e-06,-0.00011293495844325706,39.26481830971273
1769282907.1535861,1769282907153594970,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.5141701698303223,-0.04270463064312935,-0.5,0.0,-0.11603383296092674,4.9820288628723875e-05,-0.0019702857425784623,39.24839836199118
1769282907.273912,1769282907273919093,Sr02_gC_eps15_IMG1_LID1_STA1_CFC64_OH0,0124_2028,C,-0.3690418004989624,-0.16803409159183502,-0.5,-0.5,-0.1910331257039622,0.0003581326025314427,-0.006436523510838447,39.22357478862132
