loss,mae,val_loss,val_mae,lr
0.029561052098870277,0.09892021119594574,0.017879638820886612,0.07658089697360992,1e-04
0.01453194860368967,0.06855133175849915,0.011334571987390518,0.06032578647136688,1e-04
0.010308103635907173,0.05763754993677139,0.008804556913673878,0.05168410763144493,1e-04
0.008315028622746468,0.051366325467824936,0.007350166328251362,0.04821937531232834,1e-04
0.0070182099007070065,0.047164976596832275,0.006258105859160423,0.04433460906147957,1e-04
0.006039047613739967,0.04384472221136093,0.005406520329415798,0.04129640758037567,1e-04
0.005247836466878653,0.04107818379998207,0.004746725782752037,0.039071738719940186,1e-04
0.004527198150753975,0.03843444958329201,0.004161620978266001,0.036653533577919006,1e-04
0.003922941628843546,0.036069776862859726,0.00349678797647357,0.03405445069074631,1e-04
0.0034529210533946753,0.03445519879460335,0.0031950068660080433,0.03335675597190857,1e-04
0.0029675252735614777,0.03210039436817169,0.002723632613196969,0.031182223930954933,1e-04
0.002579444320872426,0.03027227893471718,0.0022972559090703726,0.028512710705399513,1e-04
0.002200250281020999,0.02811812050640583,0.001988388132303953,0.026775892823934555,1e-04
0.002033340046182275,0.02765890210866928,0.0017567097675055265,0.025298576802015305,1e-04
0.0017238393193110824,0.025422120466828346,0.00163798697758466,0.024921666830778122,1e-04
0.001521692262031138,0.02398212067782879,0.001499523175880313,0.023926347494125366,1e-04
0.0013057697797194123,0.02205459214746952,0.0013620383106172085,0.023747285827994347,1e-04
0.00118562625721097,0.021167481318116188,0.0016845399513840675,0.02631068415939808,1e-04
0.001086531556211412,0.020289940759539604,0.000954320072196424,0.01886935718357563,1e-04
0.0010515917092561722,0.02028396911919117,0.0010693473741412163,0.02067556604743004,1e-04
0.0008688067318871617,0.01807042583823204,0.00101924454793334,0.02037607878446579,1e-04
0.0007563476683571935,0.01645898073911667,0.0007091769366525114,0.015722570940852165,5e-05
0.0006966512301005423,0.015617475844919682,0.0006822849391028285,0.015295393764972687,5e-05
0.0006638154736720026,0.015222851186990738,0.0006385949673131108,0.014981335960328579,5e-05
0.0006350484327413142,0.014899631030857563,0.0006109463865868747,0.014470811933279037,5e-05
0.0006006245967000723,0.014437290839850903,0.0005954173393547535,0.014521053060889244,5e-05
0.0005694169667549431,0.013985546305775642,0.0005335663445293903,0.013275977224111557,5e-05
0.0005408276338130236,0.01356809027493,0.0005153908859938383,0.013174045830965042,5e-05
0.0005258124438114464,0.013437662273645401,0.0007180283428169787,0.016888363286852837,5e-05
0.0005171376978978515,0.013438932597637177,0.00046428421046584845,0.012349050492048264,5e-05
0.0004617286322172731,0.01233827043324709,0.00045502479770220816,0.012347081676125526,5e-05
0.0004537091590464115,0.012388699688017368,0.0004480864154174924,0.012460736557841301,5e-05
0.00040551667916588485,0.011282934807240963,0.00040168545092456043,0.011067748069763184,2.5e-05
0.0003914274857379496,0.010976029559969902,0.0003833007940556854,0.010713435709476471,2.5e-05
0.0003848681226372719,0.010864327661693096,0.0003794048388954252,0.010732029564678669,2.5e-05
0.0003728595329448581,0.010645069181919098,0.0003601118514779955,0.010206121020019054,2.5e-05
0.00036567161441780627,0.010519984178245068,0.0003635770990513265,0.010434214025735855,2.5e-05
0.0003597079776227474,0.010394813492894173,0.00034347857581451535,0.009868896566331387,2.5e-05
0.0003530279209371656,0.010315485298633575,0.0003594253212213516,0.010128067806363106,2.5e-05
0.00034424502518959343,0.010128800757229328,0.0003492284449748695,0.010372872464358807,2.5e-05
0.00032647978514432907,0.009607378393411636,0.0003213145537301898,0.009472142904996872,1.25e-05
0.0003214523021597415,0.009497465565800667,0.00031425623456016183,0.009096454828977585,1.25e-05
0.0003154901205562055,0.009354972280561924,0.0003140814951620996,0.009221860207617283,1.25e-05
0.00031219408265314996,0.00931194145232439,0.0003101699985563755,0.009175753220915794,1.25e-05
0.0003060128365177661,0.009126757271587849,0.0003027202619705349,0.008783628232777119,6.25e-06
0.0003038806316908449,0.009078211151063442,0.00030142589821480215,0.008752748370170593,6.25e-06
0.00030136568238958716,0.009016391821205616,0.000297168007818982,0.008694875985383987,6.25e-06
0.0002981992729473859,0.008918195962905884,0.000294991914415732,0.008611975237727165,3.125e-06
0.00029683453612960875,0.008897487074136734,0.0002941226412076503,0.00860045850276947,3.125e-06
0.0002949570771306753,0.008853471837937832,0.0002918318205047399,0.008611982688307762,3.125e-06
