t_unix,t_ros_ns,run_folder,run_id,goal_id,v_pred_lin,w_pred_ang,v_cmd_lin,w_cmd_ang,x,y,yaw,dist_to_goal
1773698803.386429,1773698803386437930,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.21760134398937225,-0.018705207854509354,-0.5,0.0,-1.6441936218438466e-11,-9.451620621035857e-14,0.00414527025547098,33.8033521594962
1773698803.4071712,1773698803407178735,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.21760134398937225,-0.018705207854509354,-0.5,0.0,-1.6441936218438466e-11,-9.451620621035857e-14,0.00414527025547098,33.8033521594962
1773698803.488902,1773698803488908891,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.18101805448532104,-0.016700107604265213,0.0,0.0,-0.0011237936436464925,-4.657248488209799e-06,0.004143096437156355,33.80225642558753
1773698803.5900946,1773698803590101512,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.5350248217582703,-0.030367536470294,-0.5,0.0,-0.013748749522339957,-5.681105568046162e-05,0.004119427995367429,33.78994678935662
1773698803.6890433,1773698803689050847,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.556929886341095,-0.008291833102703094,-0.5,0.0,-0.01764757109476154,-7.23054207953484e-05,0.0034751307333002845,33.78614525795522
1773698803.7884128,1773698803788422308,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.5737326741218567,0.017171280458569527,-0.5,0.0,-0.03271052618814462,-0.00011417923541755972,0.0023402962730710406,33.7714544621474
1773698803.8913765,1773698803891385224,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.5681754946708679,0.025873899459838867,-0.5,0.0,-0.06507737435660649,-0.00017333194333808534,0.0014282890832379952,33.73988167531561
1773698803.9892797,1773698803989291038,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.4655783474445343,-0.011689656414091587,-0.5,0.0,-0.11271997076811748,-0.00023758839912128903,0.0020616749345332124,33.6934056532828
1773698804.0890071,1773698804089014888,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.43591681122779846,0.15316998958587646,-0.5,0.0,-0.1627178850792052,-0.00039697922398112406,0.003528679616645816,33.64465564277459
1773698804.1897728,1773698804189792012,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.4314887523651123,0.16021548211574554,-0.5,0.0,-0.21265427289342528,-0.0005558188440888366,0.004288280579015525,33.59596920713293
1773698804.2876623,1773698804287669948,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.4831332564353943,0.3466738164424896,-0.5,0.5,-0.262537517479555,-0.0011169286285086706,0.018991612208564743,33.547426689763306
1773698804.3884099,1773698804388421413,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.44450855255126953,0.3440209925174713,-0.5,0.5,-0.31245739746313567,-0.002474650278562324,0.03661740291245822,33.49902771970139
1773698804.4872718,1773698804487278713,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.2765578329563141,0.1462385356426239,-0.5,0.0,-0.36214993069268225,-0.005062511283360105,0.06887963039229615,33.45112625873822
1773698804.5881135,1773698804588121749,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.2068074345588684,0.032210804522037506,-0.5,0.0,-0.41190721293564025,-0.009338288938277796,0.10058013500876059,33.40353998262525
1773698804.6890664,1773698804689073958,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.28595179319381714,0.025588713586330414,-0.5,0.0,-0.4614750212477108,-0.014722978888931794,0.11365036781252547,33.3563908820154
1773698804.7901018,1773698804790108901,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.30910980701446533,0.15282687544822693,-0.5,0.0,-0.5111434094123976,-0.02047179020059248,0.11667280158043265,33.30923240184809
1773698804.8892393,1773698804889249668,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.3354721963405609,0.11920998990535736,-0.5,0.0,-0.5607318662071393,-0.026359512847457262,0.12108990664312659,33.26219104469853
1773698804.9886098,1773698804988617608,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.49198395013809204,0.12007638067007065,-0.5,0.0,-0.6102770094279272,-0.032757568294528645,0.13519419358814486,33.215314117183595
1773698805.0890887,1773698805089095899,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.3606228232383728,-0.07233966886997223,-0.5,0.0,-0.6597793952964879,-0.039792039308997475,0.14714115892629268,33.16863004606865
1773698805.189849,1773698805189855455,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.3639346659183502,-0.06952083855867386,-0.5,0.0,-0.7091354699621588,-0.0473968449604214,0.1570155089838075,33.12222598320404
1773698805.2884727,1773698805288479926,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_2306,A,-0.2463974505662918,-0.16401804983615875,-0.5,-0.5,-0.7584122095658457,-0.055068868845551164,0.15103905482406052,33.07592461675889
