t_unix,t_ros_ns,run_folder,run_id,goal_id,v_pred_lin,w_pred_ang,v_cmd_lin,w_cmd_ang,x,y,yaw,dist_to_goal
1773662962.1346502,1773662962134660500,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.06995049118995667,0.006992019712924957,0.0,0.0,-3.713597873150169e-15,-2.5106434133791e-24,-7.0604492408289155e-12,33.80335215951222
1773662962.1550603,1773662962155069841,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.06995049118995667,0.006992019712924957,0.0,0.0,-3.713597873150169e-15,-2.5106434133791e-24,-7.0604492408289155e-12,33.80335215951222
1773662962.1750512,1773662962175059488,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.08166059851646423,0.005114135332405567,0.0,0.0,-3.751585995125485e-15,-2.510375200168385e-24,-7.0604493743435146e-12,33.80335215951222
1773662962.2734685,1773662962273477587,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.11192633956670761,0.010835709981620312,0.0,0.0,5.465746463604742e-13,-5.839692837488677e-17,0.0006376529206820918,33.80335215951276
1773662962.370959,1773662962370967249,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.08420358598232269,0.011120359413325787,0.0,0.0,1.01598316259546e-12,2.8960883916611653e-16,0.001549559482778966,33.80335215951322
1773662962.471928,1773662962471936416,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.08411625772714615,0.011189904063940048,0.0,0.0,5.98189686045298e-13,-5.942017610041369e-16,0.002653042521202463,33.80335215951281
1773662962.5709772,1773662962570985750,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.11792289465665817,-0.003948172554373741,0.0,0.0,1.3826853784932257e-13,-2.0726900554815098e-15,0.0037699333071589446,33.80335215951236
1773662962.6712031,1773662962671211950,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.11792312562465668,-0.0040018619038164616,0.0,0.0,-2.0720921935691255e-12,-1.1035631086164029e-14,0.003829274209853034,33.803352159510204
1773662962.7720976,1773662962772107047,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.17834709584712982,-0.008975880220532417,0.0,0.0,-2.139668333458013e-12,-1.12812533976359e-14,0.003430710622835931,33.80335215951014
1773662962.8712103,1773662962871217757,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.1711704432964325,-0.004988822620362043,0.0,0.0,-2.9841590332622317e-12,-1.395379914287301e-14,0.002682359471483824,33.803352159509316
1773662962.9717276,1773662962971735850,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.17122997343540192,-0.005015319678932428,0.0,0.0,-2.6480673014351112e-12,-1.3169503204160334e-14,0.002063874741438796,33.80335215950964
1773662963.0707686,1773662963070777148,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.11827191710472107,0.002978514414280653,0.0,0.0,-2.746089803301802e-12,-1.3347354204047075e-14,0.001563149777278546,33.80335215950955
1773662963.1720533,1773662963172061441,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.1182645782828331,0.0030158129520714283,0.0,0.0,-1.7497043254016899e-12,-1.1911427207396787e-14,0.0016211755519067136,33.803352159510524
1773662963.2722425,1773662963272250762,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.09410972148180008,0.0038032359443604946,0.0,0.0,-1.7788597766298356e-12,-1.196328039792556e-14,0.0019216261652958463,33.803352159510496
1773662963.3711302,1773662963371138510,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.08942611515522003,0.0021513435058295727,0.0,0.0,-1.7207490419512386e-12,-1.1846747865416221e-14,0.0022783146688226032,33.80335215951055
1773662963.4712222,1773662963471230336,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.089405357837677,0.0021583433263003826,0.0,0.0,-1.9718102863713492e-12,-1.2452380548004299e-14,0.002542995419898826,33.803352159510304
1773662963.5709522,1773662963570960468,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.10354918241500854,-0.001712559605948627,0.0,0.0,-1.9883217600026532e-12,-1.2496167885995656e-14,0.00275860821535019,33.80335215951029
1773662963.6710782,1773662963671086549,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.10355561226606369,-0.0017320895567536354,0.0,0.0,-2.509388521383765e-12,-1.3957616437832573e-14,0.0027034868443282286,33.803352159509785
1773662963.7720442,1773662963772052270,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.11718352138996124,-0.004233455751091242,0.0,0.0,-2.5232902222888323e-12,-1.3994055178549783e-14,0.0025308752591488566,33.80335215950977
1773662963.8726358,1773662963872643241,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.046897370368242264,-0.00901172123849392,0.0,0.0,-2.893400521237785e-12,-1.4890455498481405e-14,0.002182584359318953,33.80335215950941
1773662963.9715395,1773662963971547510,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.046958040446043015,-0.009030484594404697,0.0,0.0,-3.7163726204926e-12,-1.6460449590665726e-14,0.0014247763903247708,33.803352159508606
1773662964.0720146,1773662964072023213,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.037788838148117065,0.0031283372081816196,0.0,0.0,-4.0257771324875935e-12,-1.676191852651123e-14,0.0005223036720798242,33.8033521595083
1773662964.1715035,1773662964171511788,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.03778982162475586,0.0031768414191901684,0.0,0.0,-2.5708253333363193e-12,-1.6359369283310448e-14,0.00047035913214352296,33.80335215950972
1773662964.2725017,1773662964272509468,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.06261174380779266,0.006387481465935707,0.0,0.0,-2.6020035661092884e-12,-1.6379225171555685e-14,0.0007865763835469688,33.80335215950969
1773662964.3713925,1773662964371401554,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.0686970129609108,0.0067756762728095055,0.0,0.0,-2.279846016094375e-12,-1.6089117366098736e-14,0.001328990735503685,33.803352159510005
1773662964.471232,1773662964471240392,Sr02_gA_IMG1_LID1_STA1_GRU64_OH0,0316_1309,A,-0.06864621490240097,0.0068115359172225,0.0,0.0,-2.3930830413129232e-12,-1.6281854980077395e-14,0.0019948998408646787,33.80335215950989
