Group,Total Runs,Successful Runs,Mean Path Length (m),Std Path Length (m),Mean Time to Goal (s),Std Time to Goal (s)
cfc_no_safety,20,18,39.51136448366461,0.6114932244282448,80.63819502459631,1.1924232608808814
cfc_safety,20,18,40.07300507725852,0.5878489629684028,84.64740897549524,2.602873027744967
gru_no_safety,20,14,39.533379623645494,1.2393763945280036,80.29289851869855,2.6977833073205812
gru_safety,20,15,40.65548000922285,1.755114491186632,87.40707729657491,5.79036493893527
Goal_C_cfc_safety,20,16,48.07027018211683,1.2080790719359384,101.16364127397537,4.948291921741217
Goal_B_cfc_safety,20,19,46.87726961413457,2.546459942799592,96.72577874284042,4.745304345262978
Goal_A_B_cfc_safety,20,16,41.88399854429936,3.702107420157538,88.36798948049545,7.846463960871788
