t_unix,t_ros_ns,run_folder,run_id,goal_id,v_pred_lin,w_pred_ang,v_cmd_lin,w_cmd_ang,x,y,yaw,dist_to_goal
1769388199.2285347,1769388199228542929,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.0531112439930439,0.0008413672912865877,0.0,0.0,1.4006021637112351e-15,-2.5467519425938657e-24,-7.060442446451728e-12,33.80335215951223
1769388199.35708,1769388199357087410,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.0531112439930439,0.0008413672912865877,0.0,0.0,1.4006021637112351e-15,-2.5467519425938657e-24,-7.060442446451728e-12,33.80335215951223
1769388199.4853845,1769388199485393525,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,0.004743906669318676,0.013537616468966007,0.0,0.0,1.28414277379868e-15,-2.545929687770032e-24,-7.060442485965097e-12,33.80335215951223
1769388199.6118484,1769388199611855239,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.06675156950950623,0.0032692565582692623,0.0,0.0,1.1685395338155363e-15,-2.5451134777399264e-24,-7.060442517815959e-12,33.80335215951223
1769388199.73654,1769388199736546530,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.11205367743968964,0.016072340309619904,0.0,0.0,1.0913216964040157e-15,-2.544568285638078e-24,-7.0604425060469435e-12,33.80335215951223
1769388199.8595557,1769388199859563199,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.06259053945541382,0.0034467908553779125,0.0,0.0,1.0730714716831867e-13,8.412802681942652e-19,2.523699798192403e-05,33.80335215951233
1769388199.98139,1769388199981397931,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.03912344574928284,0.007654095999896526,0.0,0.0,1.0864311887724648e-13,7.977915210096614e-19,0.00010936242266472059,33.80335215951233
1769388200.1092963,1769388200109303103,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.06530624628067017,0.004411675967276096,0.0,0.0,1.1406279107563971e-12,3.0548368358759184e-16,0.0003625058540073444,33.803352159513345
1769388200.2371705,1769388200237177998,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.22195306420326233,0.009881938807666302,-0.5,0.0,1.1390540959144538e-12,-7.396304822409568e-17,0.0017162511472693168,33.80335215951334
1769388200.3651922,1769388200365199298,Sr02_gA_IMG1_LID1_STA1_CFC64_OH0,0126_0143,A,-0.3247358798980713,0.008318193256855011,-0.5,0.0,-4.900743811163234e-13,-3.3522126039782303e-15,0.002411996638449097,33.803352159511746
